,state,UP,DOWN,LEFT,RIGHT,POLICY
1990,"((0, 11), (3, 11))",-69.93880048872884,-71.41664844064117,-71.03055392271425,-70.14436916941239,UP
1991,"((3, 11), (4, 11))",-66.40188132700686,-66.04273307250938,-65.96774850142388,-502.5,LEFT
1992,"((2, 11), (4, 11))",-66.92694173949286,-65.45659079876708,-66.28129255861288,-503.0,DOWN
1993,"((1, 11), (4, 11))",-68.59555626032672,-66.15976318153393,-67.23492331359655,-65.75143862231204,RIGHT
1994,"((0, 11), (4, 11))",-66.77266380776769,-67.59714867706802,-68.45706029887748,-68.43434186795515,UP
1995,"((3, 10), (4, 11))",-63.289418014808916,-63.936998880833826,-62.816106917782285,-62.72087169614784,RIGHT
1996,"((2, 10), (4, 11))",-65.9637600057817,-63.94833859665844,-755.25,-66.36110134763544,DOWN
1997,"((1, 10), (4, 11))",-68.54755399235916,-65.95401137988425,-756.0,-66.77686592058188,DOWN
1998,"((0, 10), (4, 11))",-69.0200911899254,-67.45119836962984,-504.5,-69.1419019974114,DOWN
1999,"((4, 10), (4, 11))",-63.42511293759678,-63.626744161186515,-502.5,-501.5,UP
2000,"((3, 9), (4, 11))",-755.25,-502.5,-59.8158520021435,-61.18921498123437,LEFT
2001,"((2, 9), (4, 11))",0.0,0.0,0.0,0.0,UP
2002,"((3, 10), (1, 8))",-89.6047982840685,-89.24433191959446,-89.86534905584492,-87.70545472699035,RIGHT
2003,"((2, 10), (1, 8))",-87.53554194375161,-87.3865196176098,-505.5,-84.92337330567068,RIGHT
2004,"((1, 10), (1, 8))",-87.53895437057284,-86.28309835764617,-505.0,-84.71844895856209,RIGHT
2005,"((0, 10), (1, 8))",-86.91723741800652,-85.87934181717088,-505.5,-88.8455404837685,DOWN
2006,"((4, 10), (1, 8))",-90.67598031026432,-87.15427086945455,-506.5,-85.74240296226614,RIGHT
2007,"((3, 11), (1, 8))",-84.48859104263585,-84.06723658019007,-87.79840370407823,-507.5,DOWN
2008,"((2, 11), (1, 8))",-81.84122212438317,-83.22488587512842,-83.7218447595665,-507.0,UP
2009,"((1, 11), (1, 8))",-86.26001000940101,-80.98435044092622,-83.37146314075801,-85.4743596365974,DOWN
2010,"((0, 11), (1, 8))",-82.01089925625487,-86.41473609304731,-86.37102057399653,-83.8265691543096,UP
2011,"((4, 11), (1, 8))",-85.61216324527359,-85.9829175497998,-83.81303617959294,-508.0,LEFT
2012,"((4, 11), (3, 11))",-56.63092161562113,-66.45385438708985,-66.41608170714647,-1005.9999700188637,UP
2013,"((3, 11), (2, 11))",-51.14234506628398,-63.06421259833748,-63.062726858264014,-1006.9995198249817,UP
2014,"((2, 11), (1, 11))",-51.14233093882481,-58.62042603742893,-44.588227339680785,-1007.9990386962891,LEFT
2015,"((3, 11), (1, 11))",-51.14141142277212,-53.04234978847734,-51.84044829868924,-504.5,UP
2016,"((2, 10), (1, 11))",-36.957805393616965,-53.13545682969749,-1008.9999398589134,-51.14165852474282,UP
2017,"((1, 10), (1, 11))",-44.55934533834963,-44.58820410238535,-1007.9999962449074,-30.260409488501992,RIGHT
2018,"((0, 10), (1, 11))",-39.11189562738249,-36.954770296090345,-504.5,-37.04962424622627,DOWN
2019,"((3, 10), (1, 11))",-44.58808147905222,-46.39620141742071,-46.05663662529729,-48.69963937475753,UP
2020,"((2, 9), (1, 11))",0.0,0.0,0.0,0.0,UP
2021,"((3, 10), (1, 7))",-76.48085991764984,-73.78959081905936,-81.3476556415869,-77.6508473106368,DOWN
2022,"((2, 10), (1, 7))",-72.29961446083979,-74.45614029447314,-506.5,-72.03676539680905,RIGHT
2023,"((1, 10), (1, 7))",-74.77519160313008,-69.87862980140812,-506.0,-74.44985086709033,DOWN
2024,"((0, 10), (1, 7))",-75.10358826117977,-73.64202346783763,-506.5,-76.48313429063711,DOWN
2025,"((4, 10), (1, 7))",-76.25689828732831,-74.19277626114706,-507.5,-75.9555123813706,DOWN
2026,"((3, 11), (1, 7))",-76.91238707761784,-74.38222380349919,-73.13887125214444,-508.5,LEFT
2027,"((2, 11), (1, 7))",-71.75256638446518,-71.52197792771223,-72.08047621297577,-508.0,DOWN
2028,"((1, 11), (1, 7))",-68.06323691400048,-69.20435934103105,-75.03190091107899,-70.6603537083138,UP
2029,"((0, 11), (1, 7))",-73.33480430134216,-67.51895671844755,-72.960313464202,-70.47388884511193,DOWN
2030,"((4, 11), (1, 7))",-73.86669190234225,-76.94572392523594,-77.91671131003598,-763.5,UP
2031,"((0, 6), (3, 9))",0.0,0.0,0.0,0.0,UP
2032,"((4, 13), (4, 6))",-106.2245126076093,-108.55321892981273,-507.0,-101.65482087689261,RIGHT
2033,"((5, 10), (1, 8))",-88.13774245808284,-80.46813027983545,-507.0,-82.97035821531227,DOWN
2034,"((3, 8), (3, 11))",-70.87965180352242,-70.81610570132425,-69.14279065202136,-72.30814664828247,LEFT
2035,"((2, 8), (3, 11))",-70.82292875154988,-71.28290605743007,-68.09977621863375,-503.5,LEFT
2036,"((1, 8), (3, 11))",-70.60190436007915,-68.80559516233183,-72.03815725519982,-504.0,DOWN
2037,"((0, 8), (3, 11))",-67.76988058459509,-71.10620848586274,-69.3038584037173,-504.5,UP
2038,"((4, 8), (3, 11))",-70.68904607055987,-68.68345364991927,-67.12584941975877,-503.5,LEFT
2039,"((3, 7), (3, 11))",-71.3619433394353,-67.77873884974777,-504.5,-69.64721081784319,DOWN
2040,"((2, 7), (3, 11))",-68.52726684755677,-70.51021132186568,-757.5,-71.10956448923719,UP
2041,"((1, 7), (3, 11))",-68.43933280546435,-70.76655210274745,-505.5,-69.01131941857071,UP
2042,"((0, 7), (3, 11))",-69.39383783221567,-69.3734740057946,-506.0,-67.64734279055034,RIGHT
2043,"((4, 7), (3, 11))",-68.01214568826323,-64.39882647153638,-65.38481991931987,-65.3887096027099,DOWN
2044,"((3, 6), (3, 11))",0.0,0.0,0.0,0.0,UP
2045,"((2, 6), (2, 7))",0.0,0.0,0.0,0.0,UP
2046,"((2, 6), (3, 11))",0.0,0.0,0.0,0.0,UP
2047,"((0, 9), (1, 7))",0.0,0.0,0.0,0.0,UP
2048,"((0, 8), (1, 8))",-95.38951972538237,-101.23015693212159,-95.92597610060218,-505.5,UP
2049,"((0, 9), (2, 8))",0.0,0.0,0.0,0.0,UP
2050,"((4, 12), (3, 7))",0.0,0.0,0.0,0.0,UP
2051,"((1, 9), (3, 11))",0.0,0.0,0.0,0.0,UP
2052,"((2, 6), (3, 10))",0.0,0.0,0.0,0.0,UP
2053,"((0, 9), (3, 9))",0.0,0.0,0.0,0.0,UP
2054,"((0, 13), (4, 5))",-102.66872602187905,-100.52964366614907,-107.02039411626271,-102.66872602187905,DOWN
2055,"((1, 13), (4, 5))",-105.95261548232816,-98.18765310845697,-103.02829427705228,-103.39165380011482,DOWN
2056,"((2, 13), (4, 5))",-100.93013349365549,-96.59857469244815,-509.0,-92.89075211503341,RIGHT
2057,"((3, 13), (4, 5))",-93.63058298585544,-96.3223901375691,-508.5,-96.56175633580254,UP
2058,"((5, 3), (1, 7))",0.0,0.0,0.0,0.0,UP
2059,"((5, 11), (3, 11))",-61.06461235582268,-63.93645142504441,-61.454308537518656,-503.5,UP
2060,"((5, 9), (3, 11))",0.0,0.0,0.0,0.0,UP
2061,"((0, 13), (4, 7))",-99.2412282455611,-97.66429980152978,-104.56505653878072,-99.2412282455611,DOWN
2062,"((1, 13), (4, 7))",-97.2449682451908,-91.27492078582799,-96.67060704144214,-93.40350893699869,DOWN
2063,"((2, 13), (4, 7))",-95.34392623379557,-94.71589974160537,-507.0,-94.6279606802941,RIGHT
2064,"((3, 13), (4, 7))",-98.83305576356426,-98.87312314807387,-506.5,-94.87783281843313,RIGHT
2065,"((4, 12), (2, 8))",0.0,0.0,0.0,0.0,UP
2066,"((0, 2), (3, 8))",-78.22379125476498,-80.80785698885626,-83.44592519956824,-84.10360410762478,UP
2067,"((1, 2), (3, 8))",-77.60583450022901,-78.60536816006348,-81.57633859638106,-75.38277311050506,RIGHT
2068,"((0, 1), (3, 8))",-83.11277820818778,-82.01765605629737,-79.91717179045692,-80.88617675916333,LEFT
2069,"((1, 1), (3, 8))",-80.73516133798636,-77.75303601200771,-81.41783087779072,-75.87032646923296,RIGHT
2070,"((0, 0), (3, 8))",-79.39875895639256,-79.41066279260778,-79.39875895639256,-81.35260400581691,UP
2071,"((1, 0), (3, 8))",-80.09896004478256,-79.08758477384295,-74.98771679214852,-76.21038154518445,LEFT
2072,"((0, 9), (1, 8))",0.0,0.0,0.0,0.0,UP
2073,"((4, 13), (2, 4))",-107.16245027667966,-117.36759293683497,-511.0,-112.44669992872466,UP
2074,"((5, 2), (3, 7))",-78.74995019608579,-80.46813027983545,-83.22336724392417,-507.0,UP
2075,"((5, 1), (3, 7))",-80.76202065377905,-78.22379125476498,-75.74051197705187,-79.89819120227732,LEFT
2076,"((5, 0), (3, 7))",-78.10875913660911,-74.98771679214852,-74.98771679214852,-73.026883481098,RIGHT
2077,"((5, 9), (1, 8))",0.0,0.0,0.0,0.0,UP
2078,"((2, 12), (3, 11))",0.0,0.0,0.0,0.0,UP
2079,"((0, 13), (1, 4))",-112.44669992872466,-113.83161192475096,-107.98433595538935,-112.44669992872466,LEFT
2080,"((1, 13), (1, 4))",-112.38820815807395,-116.54616349328589,-123.14259145518386,-118.01992441042532,UP
2081,"((2, 13), (1, 4))",-116.68591890555159,-109.17991705592246,-511.0,-112.44669992872466,DOWN
2082,"((3, 13), (1, 4))",-115.49569220845561,-109.59317821243738,-511.5,-105.86501194185675,RIGHT
2083,"((5, 9), (1, 7))",0.0,0.0,0.0,0.0,UP
2084,"((4, 3), (1, 8))",0.0,0.0,0.0,0.0,UP
2085,"((4, 12), (3, 11))",0.0,0.0,0.0,0.0,UP
2086,"((1, 12), (3, 7))",-84.33705185248402,-507.0,-88.24697491370839,-84.37870516990614,UP
2087,"((0, 12), (3, 7))",-85.83267229849115,-85.08154639732972,-86.93044394474852,-87.37788853881553,DOWN
2088,"((2, 2), (3, 8))",-81.75509804515157,-76.34250377606443,-75.71104456914804,-506.5,LEFT
2089,"((2, 1), (3, 8))",-77.72175350337668,-73.66184677044228,-79.21736447218163,-79.25780747305825,DOWN
2090,"((2, 0), (3, 8))",-74.53117499503935,-78.96560842297505,-78.22379125476498,-78.40369508619136,UP
2091,"((3, 2), (3, 8))",-75.97395432770301,-71.04934292859326,-76.49671398414552,-506.0,DOWN
2092,"((3, 1), (3, 8))",-76.7164361068325,-72.0119454659623,-73.61206606725919,-72.207128588024,DOWN
2093,"((3, 0), (3, 8))",-75.05118484300108,-75.67290209422255,-73.33480430134216,-72.456527782709,RIGHT
2094,"((5, 11), (2, 7))",-93.35121272602547,-93.40350893699869,-92.39111337930808,-508.5,LEFT
2095,"((2, 12), (2, 7))",0.0,0.0,0.0,0.0,UP
2096,"((3, 3), (3, 9))",0.0,0.0,0.0,0.0,UP
2097,"((5, 12), (3, 7))",0.0,0.0,0.0,0.0,UP
2098,"((3, 12), (4, 11))",0.0,0.0,0.0,0.0,UP
2099,"((0, 6), (1, 7))",0.0,0.0,0.0,0.0,UP
2100,"((5, 6), (3, 10))",-70.82493974923375,-69.39383783221567,-71.8019865713751,-71.23669853238029,DOWN
2101,"((5, 5), (3, 10))",-66.28151110590218,-64.37450422386837,-69.29156947654226,-65.3194815589195,DOWN
2102,"((4, 5), (3, 10))",-64.76024305937686,-64.39332609043103,-64.46377974931907,-62.19622322025864,RIGHT
2103,"((3, 5), (3, 10))",-62.055119004318534,-64.47742949936216,-59.15768759579842,-504.5,LEFT
2104,"((2, 5), (3, 10))",-55.48405082212449,-56.84213412842246,-58.676911347296524,-505.0,UP
2105,"((1, 5), (3, 10))",-51.37492336516637,-52.55163358386958,-50.40381797430401,-505.5,LEFT
2106,"((0, 5), (3, 10))",-51.09904335193205,-49.35114031650235,-51.43615778160536,-506.0,DOWN
2107,"((5, 4), (3, 10))",-67.37527128241834,-63.55683039449654,-507.0,-63.93987749332219,DOWN
2108,"((4, 4), (3, 10))",-65.6588527206932,-63.15791077492712,-506.5,-61.74121856788553,RIGHT
2109,"((3, 4), (3, 10))",-62.73976811593631,-60.71502369436786,-506.0,-60.04267578085569,RIGHT
2110,"((2, 4), (3, 10))",-56.283578107462354,-59.05113686913174,-506.5,-54.9986318727354,RIGHT
2111,"((1, 4), (3, 10))",-50.552127460064796,-47.699728512197325,-48.61519068360449,-50.2450009865357,DOWN
2112,"((0, 4), (3, 10))",-48.27109446672198,-50.716090908004155,-45.005041864453126,-48.54166855968123,LEFT
2113,"((5, 3), (3, 10))",0.0,0.0,0.0,0.0,UP
2114,"((2, 3), (2, 8))",0.0,0.0,0.0,0.0,UP
2115,"((1, 3), (2, 7))",-72.93333625747002,-506.5,-73.0012942874706,-76.6973124548042,UP
2116,"((0, 3), (2, 7))",-66.16563246366046,-73.92342480752174,-70.88352707895889,-70.42694415448715,UP
2117,"((4, 11), (2, 11))",-56.63090143977992,-57.41715615592358,-57.42886544143436,-504.0,UP
2118,"((3, 10), (2, 11))",-56.78157877328802,-59.26335256307609,-57.438022864779,-56.63079655261191,RIGHT
2119,"((2, 10), (2, 11))",-54.902191724159096,-57.938179222531325,-503.5,-502.5,UP
2120,"((1, 10), (2, 11))",-52.21496365067219,-55.53378022759331,-756.0,-53.981365284593835,UP
2121,"((0, 10), (2, 11))",-54.21590446767607,-50.832362598802206,-504.5,-53.919574506627015,DOWN
2122,"((4, 10), (2, 11))",-58.817132898305786,-56.94139585860398,-504.5,-57.20927344814031,DOWN
2123,"((3, 9), (2, 11))",-503.5,-504.5,-53.61295453875093,-53.96693018844407,LEFT
2124,"((2, 9), (2, 11))",0.0,0.0,0.0,0.0,UP
2125,"((4, 13), (4, 5))",-94.5594529632057,-97.3786429342418,-508.0,-96.10523119158921,UP
2126,"((3, 3), (1, 8))",0.0,0.0,0.0,0.0,UP
2127,"((5, 9), (3, 10))",0.0,0.0,0.0,0.0,UP
2128,"((5, 12), (2, 8))",0.0,0.0,0.0,0.0,UP
2129,"((1, 3), (2, 8))",-79.10697800430273,-506.5,-77.86427997840039,-77.899826909138,LEFT
2130,"((0, 3), (2, 8))",-73.33480430134216,-77.53303922953472,-72.50678039833443,-72.8762199617367,LEFT
2131,"((4, 13), (2, 5))",-119.03454182804029,-118.23807431364784,-510.0,-122.5921054798108,DOWN
2132,"((5, 8), (3, 11))",-68.69212662003854,-67.36679098643542,-65.08595554270843,-504.0,LEFT
2133,"((5, 7), (3, 11))",-64.48245618141422,-63.08530712019606,-62.037582445306384,-62.84010584852474,LEFT
2134,"((4, 6), (3, 11))",-504.5,-61.604579308155124,-62.55198004177214,-62.74155761335295,DOWN
2135,"((1, 12), (3, 11))",-72.30426818894625,-503.0,-70.19969261177991,-71.5626116432721,LEFT
2136,"((0, 12), (3, 11))",-69.0200911899254,-71.5891678247396,-71.43095246535627,-69.78271160205855,UP
2137,"((3, 12), (1, 8))",0.0,0.0,0.0,0.0,UP
2138,"((4, 13), (4, 7))",-100.36851759520744,-94.71960205503638,-759.0,-94.16034053617372,RIGHT
2139,"((5, 12), (3, 11))",0.0,0.0,0.0,0.0,UP
2140,"((3, 13), (1, 3))",-152.00754534536594,-145.67652258114174,-512.5,-151.78070202262285,DOWN
2141,"((0, 13), (2, 8))",-87.56578962843628,-90.25262378284091,-88.19624433417644,-87.56578962843628,UP
2142,"((1, 13), (2, 8))",-88.55891017168996,-91.25534136649395,-91.29975145526652,-94.87783281843313,UP
2143,"((2, 13), (2, 8))",-88.97293658616731,-86.2816556500076,-759.0,-88.1008447599736,DOWN
2144,"((4, 3), (1, 7))",0.0,0.0,0.0,0.0,UP
2145,"((3, 12), (2, 11))",0.0,0.0,0.0,0.0,UP
2146,"((2, 12), (4, 11))",0.0,0.0,0.0,0.0,UP
2147,"((3, 13), (2, 8))",-84.85164003459205,-85.51524201500108,-506.5,-81.72807031987386,RIGHT
2148,"((5, 10), (1, 7))",-75.80515075698337,-74.98771679214852,-508.0,-72.20147921410896,RIGHT
2149,"((2, 12), (1, 11))",0.0,0.0,0.0,0.0,UP
2150,"((5, 13), (4, 6))",-102.05572658327203,-100.9364913923137,-761.25,-100.9364913923137,DOWN
2151,"((1, 6), (3, 10))",0.0,0.0,0.0,0.0,UP
2152,"((1, 12), (2, 7))",-83.85231265723434,-760.5,-77.67648148944043,-76.6139905836852,RIGHT
2153,"((0, 12), (2, 7))",-78.22379125476498,-82.79457346262643,-86.23658414050749,-83.09961046521917,UP
2154,"((0, 9), (3, 11))",0.0,0.0,0.0,0.0,UP
2155,"((4, 13), (1, 4))",-115.92482284633782,-112.51963091311444,-512.0,-110.27605410610076,RIGHT
2156,"((5, 13), (2, 5))",-121.27208727278031,-118.01992441042532,-510.5,-118.01992441042532,DOWN
2157,"((5, 11), (2, 11))",-57.110764663290695,-57.944824945337686,-59.74968479799689,-756.75,UP
2158,"((5, 10), (2, 11))",-58.32458562461589,-56.77677640817646,-505.0,-57.902665474009424,DOWN
2159,"((4, 9), (2, 11))",0.0,0.0,0.0,0.0,UP
2160,"((4, 13), (2, 8))",-81.3955893189989,-85.87975598529535,-507.0,-80.46813027983545,RIGHT
2161,"((5, 13), (2, 4))",-107.61614330059544,-117.33568688214747,-895.125,-117.33568688214747,UP
2162,"((0, 13), (3, 7))",-83.11277820818778,-87.29012215829096,-83.98273577042944,-83.11277820818778,UP
2163,"((1, 13), (3, 7))",-81.64754021775863,-85.2263187892786,-85.88725514149118,-85.83267229849115,UP
2164,"((2, 13), (3, 7))",-82.5644273937442,-83.73436974021962,-760.5,-80.46813027983545,RIGHT
2165,"((4, 13), (1, 3))",-151.91841528419604,-150.61616015808153,-513.0,-144.84263450370378,RIGHT
2166,"((1, 9), (3, 10))",0.0,0.0,0.0,0.0,UP
2167,"((4, 9), (4, 11))",0.0,0.0,0.0,0.0,UP
2168,"((2, 3), (3, 9))",0.0,0.0,0.0,0.0,UP
2169,"((1, 9), (1, 8))",0.0,0.0,0.0,0.0,UP
2170,"((4, 3), (3, 10))",0.0,0.0,0.0,0.0,UP
2171,"((5, 13), (2, 8))",-80.22597871734298,-85.83267229849115,-761.25,-85.83267229849115,UP
2172,"((3, 13), (3, 7))",-82.74597145014786,-82.60851632093704,-506.5,-81.72807031987386,RIGHT
2173,"((1, 9), (4, 11))",0.0,0.0,0.0,0.0,UP
2174,"((0, 2), (2, 7))",-62.65096308323532,-68.99158080660732,-67.0998413130684,-67.5334721789269,UP
2175,"((1, 2), (2, 7))",-66.34985591801959,-67.28343059444522,-66.71134026789989,-70.5245386734078,UP
2176,"((0, 1), (2, 7))",-66.82182592175731,-61.88179961737868,-65.60369574893268,-68.70829324022355,DOWN
2177,"((1, 1), (2, 7))",-66.62068585959598,-61.705318350192584,-61.31109600256966,-64.06851257340688,LEFT
2178,"((0, 0), (2, 7))",-62.06283574292826,-63.79024524923016,-62.06283574292826,-63.02058146719395,UP
2179,"((1, 0), (2, 7))",-61.67345932105326,-61.10743046427014,-58.6149004238767,-62.6641678055111,LEFT
2180,"((4, 12), (2, 7))",0.0,0.0,0.0,0.0,UP
2181,"((4, 13), (1, 2))",-141.74866835193262,-134.34029244451722,-514.0,-141.78062164926152,DOWN
2182,"((5, 13), (4, 5))",-94.53192579093222,-96.56175633580254,-508.5,-88.00176516161059,RIGHT
2183,"((5, 11), (1, 8))",-86.46115970020689,-78.22379125476498,-79.69858971512124,-508.5,DOWN
2184,"((2, 12), (1, 8))",0.0,0.0,0.0,0.0,UP
2185,"((4, 11), (1, 11))",-50.13870527431532,-53.83268166217376,-51.34145131867385,-505.0,UP
2186,"((4, 10), (1, 11))",-49.955007641322325,-49.33827924737055,-505.5,-51.529185191525,DOWN
2187,"((3, 9), (1, 11))",-504.5,-505.5,-42.043269609488384,-45.67274266934652,LEFT
2188,"((2, 3), (1, 7))",0.0,0.0,0.0,0.0,UP
2189,"((0, 13), (3, 11))",-69.36198842318737,-69.61883811951674,-71.59056511641231,-69.36198842318737,UP
2190,"((1, 13), (3, 11))",-72.5631259357476,-70.16302619258374,-69.69623128816775,-69.0200911899254,RIGHT
2191,"((2, 13), (3, 11))",-72.91632043957664,-71.87282755585414,-503.0,-69.93880048872884,RIGHT
2192,"((3, 13), (3, 11))",-73.27776012846823,-73.33916206713113,-502.5,-70.66785423071917,RIGHT
2193,"((0, 2), (2, 8))",-70.33770826781914,-64.36008948335925,-70.22428265714109,-74.06165183570339,DOWN
2194,"((1, 2), (2, 8))",-71.45026236836429,-69.69434008211903,-72.52641421786552,-73.96531059131998,DOWN
2195,"((0, 1), (2, 8))",-65.33527097117448,-67.36142102581691,-68.08622110607591,-68.86128870244774,UP
2196,"((1, 1), (2, 8))",-70.50449902936583,-71.5563904409534,-67.01462086852017,-69.84242559005463,LEFT
2197,"((0, 0), (2, 8))",-62.06283574292826,-70.39404134978372,-62.06283574292826,-64.22499487077323,UP
2198,"((1, 0), (2, 8))",-68.57628777913465,-67.93639405563853,-66.82182592175731,-73.64242584387199,LEFT
2199,"((4, 13), (3, 7))",-79.10014608400682,-85.83950823599115,-507.0,-80.46813027983545,UP
2200,"((0, 9), (3, 10))",0.0,0.0,0.0,0.0,UP
2201,"((5, 10), (4, 11))",-62.21684447441913,-61.09542913297133,-503.0,-61.79380280855213,DOWN
2202,"((4, 11), (4, 12))",0.0,0.0,0.0,0.0,UP
2203,"((5, 13), (4, 7))",-94.3062177168273,-88.3194299682745,-506.5,-88.3194299682745,DOWN
2204,"((3, 3), (3, 10))",0.0,0.0,0.0,0.0,UP
2205,"((3, 12), (1, 7))",0.0,0.0,0.0,0.0,UP
2206,"((5, 13), (1, 3))",-153.5166767646657,-143.58286174434164,-513.5,-150.20717652235953,DOWN
2207,"((2, 2), (2, 7))",-64.87433418868771,-67.87840503410015,-64.34816706171603,-506.5,LEFT
2208,"((2, 1), (2, 7))",-61.52329484283556,-63.5115900359185,-61.9968257697858,-69.34187214539406,UP
2209,"((2, 0), (2, 7))",-59.32885445457904,-59.91687834914785,-55.166965104825124,-61.69449673506013,LEFT
2210,"((3, 2), (2, 7))",-64.62412709988898,-61.195322479505535,-63.300813330363965,-507.0,DOWN
2211,"((3, 1), (2, 7))",-65.7182450561368,-58.86626620059466,-59.36162898200875,-63.2888751468769,DOWN
2212,"((3, 0), (2, 7))",-53.18667699802903,-56.41235564542734,-58.6149004238767,-59.462638800061164,UP
2213,"((4, 12), (2, 11))",0.0,0.0,0.0,0.0,UP
2214,"((4, 1), (3, 8))",-69.36626802783121,-68.25698054312261,-71.42377123319817,-65.01523440124946,RIGHT
2215,"((4, 0), (3, 8))",-71.10956542761,-65.32374803347241,-70.5766746279045,-69.38910853307954,DOWN
2216,"((4, 2), (3, 8))",-71.78015214439351,-66.3996546923421,-65.95595794980787,-506.5,LEFT
2217,"((5, 2), (3, 8))",-62.11528012642181,-66.16563246366046,-67.44817437694758,-507.0,UP
2218,"((5, 1), (3, 8))",-68.85798104942376,-62.891130279300995,-67.14956258904246,-63.36101262597595,DOWN
2219,"((5, 0), (3, 8))",-65.11521643090346,-66.82182592175731,-66.82182592175731,-68.13533351373563,UP
2220,"((5, 13), (1, 2))",-142.51761051354248,-132.33126492732092,-514.5,-132.33126492732092,DOWN
2221,"((1, 6), (3, 11))",0.0,0.0,0.0,0.0,UP
2222,"((5, 13), (3, 7))",-80.06367924084586,-85.83267229849115,-507.5,-85.83267229849115,UP
2223,"((4, 13), (3, 11))",-73.73647533264833,-75.0400345934915,-754.5,-73.0891064862852,RIGHT
2224,"((3, 12), (3, 11))",0.0,0.0,0.0,0.0,UP
2225,"((2, 2), (2, 8))",-70.25572608387316,-70.57667218774807,-67.41328971657488,-506.5,LEFT
2226,"((2, 1), (2, 8))",-68.24177433119392,-66.72836906614283,-69.72709507405321,-70.67838348924388,DOWN
2227,"((2, 0), (2, 8))",-70.91285548859875,-68.46461748077809,-62.891130279300995,-69.6045533589373,LEFT
2228,"((3, 2), (2, 8))",-68.05991650705315,-68.14227511385103,-63.93225826156097,-507.0,LEFT
2229,"((3, 1), (2, 8))",-66.16583758358445,-67.29605418447993,-71.10290681318969,-63.443739859954796,RIGHT
2230,"((3, 0), (2, 8))",-67.82786710729962,-74.20932912216875,-66.82182592175731,-67.17367524896443,LEFT
2231,"((5, 6), (3, 11))",-62.037046821865545,-64.2149123941866,-61.919909727892886,-61.95009783906349,LEFT
2232,"((5, 5), (3, 11))",-61.50915211925033,-58.667843441073735,-58.882136632491154,-60.704846818318025,DOWN
2233,"((4, 5), (3, 11))",-57.69332103808559,-59.09113381522367,-60.52237450345402,-59.68798542006877,UP
2234,"((3, 5), (3, 11))",-56.2018199854177,-56.613858541773,-60.89106084833435,-504.5,UP
2235,"((2, 5), (3, 11))",-49.98238679453426,-53.07702869662232,-54.10337210149657,-505.0,UP
2236,"((1, 5), (3, 11))",-48.85164029428276,-50.272641807593345,-49.44953533186377,-505.5,UP
2237,"((0, 5), (3, 11))",-51.09904335193205,-51.60936622090869,-45.964399182221975,-506.0,LEFT
2238,"((5, 4), (3, 11))",-62.51419473908722,-57.3435481351724,-507.0,-59.152939360455186,DOWN
2239,"((4, 4), (3, 11))",-60.3117853634977,-62.45191772136728,-506.5,-57.78308926305423,RIGHT
2240,"((3, 4), (3, 11))",-59.23229901077339,-60.00962088202502,-506.0,-59.17618132971897,RIGHT
2241,"((2, 4), (3, 11))",-52.20890518445702,-58.06785035581565,-506.5,-50.771702153175255,RIGHT
2242,"((1, 4), (3, 11))",-42.77028141129765,-46.54622119511457,-43.88160881671621,-48.30541552706666,UP
2243,"((0, 4), (3, 11))",-41.47848690122812,-39.26506691446727,-44.2258764841125,-47.614590610586696,DOWN
2244,"((5, 3), (3, 11))",0.0,0.0,0.0,0.0,UP
2245,"((1, 12), (4, 11))",-63.8688378770114,-503.0,-66.58631508469422,-65.22901388661887,UP
2246,"((0, 12), (4, 11))",-64.5485973088187,-65.82768539786827,-66.10660545359437,-67.08466556460831,UP
2247,"((5, 12), (2, 7))",0.0,0.0,0.0,0.0,UP
2248,"((5, 9), (2, 11))",0.0,0.0,0.0,0.0,UP
2249,"((1, 3), (3, 9))",-50.063164768995264,-506.5,-49.44403794712616,-51.8660714193766,LEFT
2250,"((2, 3), (1, 8))",0.0,0.0,0.0,0.0,UP
2251,"((0, 9), (4, 11))",0.0,0.0,0.0,0.0,UP
2252,"((3, 8), (4, 11))",-55.86027880672863,-56.53561109207007,-56.328889038751726,-55.33172442086797,RIGHT
2253,"((2, 8), (4, 11))",-56.971461586182166,-56.87100248363418,-54.324281365209615,-503.5,LEFT
2254,"((1, 8), (4, 11))",-57.49490619112791,-55.113645025685315,-53.321500802737845,-504.0,LEFT
2255,"((0, 8), (4, 11))",-53.645420186556976,-54.36933160404914,-57.07790598710358,-504.5,UP
2256,"((4, 8), (4, 11))",-56.07744723572317,-56.8700901687921,-56.78843891118066,-502.5,UP
2257,"((3, 7), (4, 11))",-55.61726434267895,-52.91409563326032,-504.5,-54.3499038750915,DOWN
2258,"((2, 7), (4, 11))",-52.928289826628514,-52.54407361567624,-505.0,-55.584853149067754,DOWN
2259,"((1, 7), (4, 11))",-54.09243824176403,-56.3663341358274,-758.25,-51.74798509934636,RIGHT
2260,"((0, 7), (4, 11))",-53.77885648765091,-56.09714666981442,-506.0,-53.601435082197916,RIGHT
2261,"((4, 7), (4, 11))",-54.057220514830995,-54.278079022519975,-54.936473113354566,-55.28549775710164,UP
2262,"((3, 6), (4, 11))",0.0,0.0,0.0,0.0,UP
2263,"((3, 12), (1, 11))",0.0,0.0,0.0,0.0,UP
2264,"((5, 9), (4, 11))",0.0,0.0,0.0,0.0,UP
2265,"((4, 3), (3, 11))",0.0,0.0,0.0,0.0,UP
