,state,UP,DOWN,LEFT,RIGHT,POLICY
911,"((3, 6), (4, 6))",0.0,0.0,0.0,0.0,UP
912,"((4, 13), (4, 1))",-221.42791582211126,-212.45041237078055,-512.0,-215.68778496851678,DOWN
913,"((4, 5), (2, 5))",-169.66699285118284,-169.18315276901575,-172.41409877512626,-168.63580182217888,RIGHT
914,"((5, 4), (2, 5))",-167.82813625814262,-163.33641632968659,-762.0,-165.32268805052158,DOWN
915,"((4, 3), (2, 5))",0.0,0.0,0.0,0.0,UP
916,"((4, 6), (2, 4))",-507.5,-169.90848741957117,-172.35690721757967,-171.01342359540757,DOWN
917,"((5, 4), (4, 4))",-178.51262287310146,-172.36435034408302,-506.0,-173.047977882313,DOWN
918,"((5, 4), (3, 4))",-178.38191680950416,-175.87995026220608,-507.0,-176.87533059177963,DOWN
919,"((4, 3), (3, 4))",0.0,0.0,0.0,0.0,UP
920,"((1, 12), (3, 1))",-198.84769349868827,-513.0,-213.4238474897163,-202.3976736421452,UP
921,"((0, 12), (3, 1))",-189.75566563686627,-204.89414610042502,-200.11974018690722,-198.19301410600957,UP
922,"((5, 12), (3, 1))",0.0,0.0,0.0,0.0,UP
923,"((5, 4), (3, 5))",-167.53381297219187,-161.7153315353091,-507.0,-164.1089764750513,DOWN
924,"((4, 3), (3, 5))",0.0,0.0,0.0,0.0,UP
925,"((3, 9), (1, 3))",-510.5,-511.5,-187.48176968428686,-179.89973636781775,RIGHT
926,"((2, 9), (1, 3))",0.0,0.0,0.0,0.0,UP
927,"((0, 6), (4, 4))",0.0,0.0,0.0,0.0,UP
928,"((4, 5), (3, 5))",-170.44547077126293,-162.24646729402525,-162.5455992260878,-164.51002032022757,DOWN
929,"((3, 6), (2, 5))",0.0,0.0,0.0,0.0,UP
930,"((1, 9), (1, 2))",0.0,0.0,0.0,0.0,UP
931,"((0, 9), (1, 1))",0.0,0.0,0.0,0.0,UP
932,"((5, 3), (2, 4))",0.0,0.0,0.0,0.0,UP
933,"((3, 12), (2, 2))",0.0,0.0,0.0,0.0,UP
934,"((5, 1), (2, 5))",-186.79071760799832,-187.94341667901904,-189.8855518320443,-191.2456039613453,UP
935,"((5, 0), (2, 5))",-189.1780671403572,-181.24008747822649,-181.24008747822649,-187.05643291641485,DOWN
936,"((5, 2), (2, 5))",-192.70559978947068,-192.68903214777657,-187.40302324325847,-508.0,LEFT
937,"((5, 3), (3, 4))",0.0,0.0,0.0,0.0,UP
938,"((1, 9), (1, 5))",0.0,0.0,0.0,0.0,UP
939,"((5, 6), (1, 4))",-180.0259704302445,-172.60310299319246,-174.89776493464348,-172.67583166983619,DOWN
940,"((5, 7), (1, 4))",-169.57516955289765,-172.5502279748135,-170.23198255388752,-173.65418265827196,UP
941,"((4, 7), (1, 4))",-170.740956042643,-173.6997130520663,-173.21725207566638,-170.16126340796325,RIGHT
942,"((3, 7), (1, 4))",-167.45561037592591,-168.349846916058,-508.5,-166.30989233255136,RIGHT
943,"((1, 6), (4, 5))",0.0,0.0,0.0,0.0,UP
944,"((4, 12), (3, 2))",0.0,0.0,0.0,0.0,UP
945,"((5, 5), (2, 5))",-166.28890066083716,-163.72156299303828,-163.95818315288813,-165.7639740430936,DOWN
946,"((5, 3), (2, 5))",0.0,0.0,0.0,0.0,UP
947,"((3, 2), (4, 4))",-177.58024050769532,-174.6366115924535,-172.57705775080044,-506.0,LEFT
948,"((3, 1), (4, 4))",-172.2904941391859,-170.0389397867089,-174.9073856584606,-169.6666551156373,RIGHT
949,"((3, 0), (4, 4))",-170.17144780585704,-172.77473936728592,-170.01973424803816,-171.13578271325602,LEFT
950,"((5, 2), (3, 4))",-179.6605062137034,-180.68347878179324,-181.58854268482082,-507.0,UP
951,"((5, 1), (3, 4))",-183.10974045711083,-181.3543831979074,-185.18387771570235,-179.59212086778498,RIGHT
952,"((5, 0), (3, 4))",-184.66667778860386,-185.1146051736448,-185.1146051736448,-179.2446058912543,RIGHT
953,"((5, 11), (2, 1))",-193.60356100555146,-189.75566563686627,-195.89117746460767,-514.5,DOWN
954,"((5, 13), (4, 1))",-215.61690350117635,-212.3771822786508,-768.75,-212.3771822786508,DOWN
955,"((1, 12), (3, 2))",-186.76743358209882,-512.0,-200.3814583925899,-195.7168283587647,UP
956,"((0, 12), (3, 2))",-188.32068107234744,-197.5587707747004,-191.66413299398633,-192.06065522245862,UP
957,"((3, 12), (1, 1))",0.0,0.0,0.0,0.0,UP
958,"((3, 1), (3, 5))",-176.73979864126034,-174.66691096393413,-175.67156594170214,-179.46314977828223,DOWN
959,"((3, 0), (3, 5))",-174.04447306026472,-172.61146369463853,-170.01973424803816,-175.34092122850566,LEFT
960,"((4, 0), (3, 5))",-174.77163278415173,-177.50892174429978,-171.50988046485986,-177.55001638151094,LEFT
961,"((3, 2), (3, 5))",-179.3554754864105,-178.04650162852408,-175.01820005487247,-506.0,LEFT
962,"((5, 6), (3, 4))",-175.98022984437495,-176.669635576798,-175.05106647206657,-175.11793540713123,LEFT
963,"((5, 6), (2, 4))",-166.44855710654764,-169.85137261548428,-172.9681927614332,-169.74257332209186,UP
964,"((5, 7), (2, 4))",-166.1182660186256,-171.70113550568826,-165.42819488195403,-172.8019712506242,LEFT
965,"((4, 7), (2, 4))",-164.79652689291754,-166.4096186345671,-169.91771937622565,-171.92984222371575,UP
966,"((3, 7), (2, 4))",-157.34965153421803,-167.92855579359548,-761.25,-164.41358627447084,UP
967,"((2, 7), (2, 4))",-159.9947493123483,-158.80993581122834,-507.0,-164.09690089374567,DOWN
968,"((1, 7), (2, 4))",-165.84031664230065,-158.90989450488837,-507.5,-161.60085296217937,DOWN
969,"((0, 7), (2, 4))",-162.16218353315003,-161.19315489358283,-508.0,-168.60301814869445,DOWN
970,"((5, 8), (2, 4))",-174.24746218447925,-172.60310299319246,-170.84750316899084,-510.0,LEFT
971,"((4, 8), (2, 4))",-167.5591910181114,-171.160084060864,-166.80441038965517,-509.5,LEFT
972,"((3, 8), (2, 4))",-163.53828982593166,-164.77343637875214,-163.39619613016538,-161.35187858935694,RIGHT
973,"((2, 8), (2, 4))",-164.6631860986774,-167.18782202037394,-162.51865807105858,-508.5,LEFT
974,"((1, 8), (2, 4))",-163.12035529509262,-168.66524164857586,-163.88947943829217,-509.0,UP
975,"((0, 8), (2, 4))",-163.51872915144548,-169.48843735995086,-163.29556271187022,-509.5,LEFT
976,"((0, 2), (4, 5))",-157.5587808145616,-157.64432493122996,-155.01781727201197,-161.29029639146037,LEFT
977,"((1, 2), (4, 5))",-155.65122742496135,-158.33030547760433,-156.89154174194363,-161.6201716881432,UP
978,"((0, 1), (4, 5))",-154.4343553096985,-159.62726584578633,-153.89686097555833,-156.75161982741602,LEFT
979,"((1, 1), (4, 5))",-158.83975825089215,-155.5430853847614,-156.74152603489847,-160.07939210130507,DOWN
980,"((0, 0), (4, 5))",-147.03035696214286,-152.79551885326114,-147.03035696214286,-155.3187488569427,UP
981,"((1, 0), (4, 5))",-154.85608676075492,-159.2221231826187,-154.4343553096985,-157.32451254657556,LEFT
982,"((0, 6), (4, 5))",0.0,0.0,0.0,0.0,UP
983,"((5, 6), (4, 4))",-172.81694343915814,-170.2311057911619,-175.29220847421612,-173.03474877049587,DOWN
984,"((4, 7), (4, 4))",-166.02379534166744,-169.3280057893121,-170.86939429033546,-170.8255208355981,UP
985,"((3, 7), (4, 4))",-159.98517879632846,-167.0226828003042,-506.5,-163.02767421461317,UP
986,"((2, 7), (4, 4))",-164.22496569674016,-157.6711354259332,-507.0,-164.53938548324206,DOWN
987,"((1, 7), (4, 4))",-170.71311080385237,-163.77717182824958,-761.25,-169.03784995964222,DOWN
988,"((0, 7), (4, 4))",-166.30906739505994,-168.86007898350147,-508.0,-171.27256923894717,UP
989,"((5, 7), (4, 4))",-171.66241476140766,-171.06720157231973,-175.00413479471302,-169.24743670684535,RIGHT
990,"((4, 8), (4, 4))",-165.17759168969582,-169.70767673867152,-164.6568677766286,-507.5,LEFT
991,"((3, 8), (4, 4))",-166.09820580080762,-161.25095784414535,-165.5336098031625,-160.8947263034571,RIGHT
992,"((2, 8), (4, 4))",-167.15356167958623,-167.54009840208965,-162.9699374622931,-508.5,LEFT
993,"((1, 8), (4, 4))",-166.56293651985683,-169.41999979208924,-167.70598218758408,-509.0,UP
994,"((0, 8), (4, 4))",-163.51872915144548,-170.15710700558725,-167.22678807093342,-509.5,UP
995,"((5, 8), (4, 4))",-163.6346345514911,-163.33641632968659,-171.99632786154405,-762.0,DOWN
996,"((4, 6), (2, 5))",-506.5,-162.7678025636406,-168.027057749983,-161.1845376314244,RIGHT
997,"((5, 5), (4, 6))",-137.76457386927603,-138.57274703780266,-139.2641851705124,-137.77138792637487,UP
998,"((4, 4), (4, 6))",-139.33937667931866,-140.1020160742732,-505.5,-137.7660162378657,RIGHT
999,"((3, 4), (4, 6))",-140.419626317549,-136.7154820670078,-506.0,-139.47056434043046,DOWN
1000,"((2, 4), (4, 6))",-138.16007618039833,-137.56553900485991,-506.5,-135.55618789579358,RIGHT
1001,"((1, 4), (4, 6))",-135.97815088086026,-135.3162971646234,-140.3538170763036,-141.81146380985376,DOWN
1002,"((0, 4), (4, 6))",-133.54532761553537,-132.88964093363427,-139.11549915396523,-137.97504642359092,DOWN
1003,"((5, 4), (4, 6))",-140.72966555225418,-139.2378943720742,-506.0,-138.88358078364934,RIGHT
1004,"((4, 3), (4, 6))",0.0,0.0,0.0,0.0,UP
1005,"((5, 11), (2, 2))",-206.8444911379646,-200.01800774158343,-201.56309011927658,-513.5,DOWN
1006,"((2, 12), (2, 2))",0.0,0.0,0.0,0.0,UP
1007,"((5, 12), (3, 2))",0.0,0.0,0.0,0.0,UP
1008,"((5, 3), (4, 4))",0.0,0.0,0.0,0.0,UP
1009,"((2, 2), (4, 5))",-159.7825406215524,-153.58463669438675,-155.17684004468873,-759.75,DOWN
1010,"((2, 1), (4, 5))",-158.97385130890834,-157.08259032733972,-157.0531953434603,-153.18565938922734,RIGHT
1011,"((2, 0), (4, 5))",-159.11484272817492,-154.00048790114317,-152.62323156061177,-158.96675819065308,LEFT
1012,"((3, 2), (4, 5))",-154.0454784666689,-151.97298274883744,-153.80205087284935,-506.0,DOWN
1013,"((3, 1), (4, 5))",-156.50011664311037,-156.36175415146002,-157.0370684376171,-151.91448705043467,RIGHT
1014,"((3, 0), (4, 5))",-158.46597105360664,-151.98694565484612,-156.6195138991825,-153.81319897002157,DOWN
1015,"((4, 7), (3, 4))",-168.69563128390803,-167.59423103979105,-167.49305766716728,-169.1159174049315,LEFT
1016,"((3, 7), (3, 4))",-168.34522188302753,-167.62238098908796,-506.5,-164.381713051799,RIGHT
1017,"((2, 7), (3, 4))",-165.57947152262116,-164.28752830891412,-507.0,-165.9453623530984,DOWN
1018,"((1, 7), (3, 4))",-162.3565073912965,-165.21143260857298,-507.5,-160.25541705330212,RIGHT
1019,"((0, 7), (3, 4))",-162.16218353315003,-157.49822420684,-508.0,-163.7970507551537,DOWN
1020,"((5, 7), (3, 4))",-167.05876767354826,-167.0608148257947,-175.19065071242792,-171.32744614680917,UP
1021,"((5, 8), (3, 4))",-170.6331589123534,-169.85137261548428,-168.5759328550895,-509.0,LEFT
1022,"((4, 8), (3, 4))",-167.04285003923934,-164.03515292413124,-169.61411702569376,-508.5,DOWN
1023,"((3, 8), (3, 4))",-162.54919603308267,-164.65404520608632,-167.33591344600057,-161.8577201194887,RIGHT
1024,"((2, 8), (3, 4))",-163.11245768975877,-165.1695272380665,-160.95460713307796,-762.75,LEFT
1025,"((1, 8), (3, 4))",-156.48893145785303,-158.7791943316247,-162.14604809374566,-509.0,UP
1026,"((0, 8), (3, 4))",-163.51872915144548,-163.85021434447094,-158.50037436391517,-509.5,LEFT
1027,"((5, 9), (2, 4))",0.0,0.0,0.0,0.0,UP
1028,"((5, 5), (3, 5))",-161.61585739415068,-162.35072331895938,-165.44869677274932,-162.14276732015614,UP
1029,"((5, 3), (3, 5))",0.0,0.0,0.0,0.0,UP
1030,"((0, 13), (3, 1))",-196.5326536953258,-194.56104197905694,-199.4638964434157,-196.5326536953258,DOWN
1031,"((1, 13), (3, 1))",-195.34239820962495,-189.54969020534156,-192.08068827010044,-189.75566563686627,DOWN
1032,"((5, 3), (4, 5))",0.0,0.0,0.0,0.0,UP
1033,"((5, 9), (4, 4))",0.0,0.0,0.0,0.0,UP
1034,"((4, 6), (3, 5))",-505.5,-163.87334350777388,-159.11319011669354,-162.9400825963101,LEFT
1035,"((3, 6), (3, 5))",0.0,0.0,0.0,0.0,UP
1036,"((5, 8), (1, 4))",-173.4231245003216,-171.5354164558334,-171.15020125621413,-511.0,LEFT
1037,"((4, 8), (1, 4))",-169.91951691809328,-166.2749215995991,-170.56342661241666,-765.75,DOWN
1038,"((3, 8), (1, 4))",-166.3646640027522,-165.4201437575789,-162.41087619116794,-161.66568746883502,RIGHT
1039,"((2, 8), (1, 4))",-164.7884191661912,-167.05156240755923,-166.8291342629877,-509.5,UP
1040,"((1, 8), (1, 4))",-162.97339865086803,-168.51083000157445,-167.31256373216297,-509.0,UP
1041,"((0, 8), (1, 4))",-163.51872915144548,-169.2921045780422,-162.19702702526416,-509.5,LEFT
1042,"((2, 7), (1, 4))",-168.34296553506042,-169.13497691447978,-762.0,-167.00996552607242,RIGHT
1043,"((1, 7), (1, 4))",-167.8272520262714,-168.38621753028835,-507.5,-165.49347613779628,RIGHT
1044,"((0, 7), (1, 4))",-162.16218353315003,-162.63844557849075,-508.0,-165.21632583249252,UP
1045,"((5, 9), (1, 4))",0.0,0.0,0.0,0.0,UP
1046,"((4, 6), (4, 7))",-1008.9998797178268,-131.69356560011897,-137.74365861344472,-123.29969745092674,RIGHT
1047,"((3, 6), (4, 7))",0.0,0.0,0.0,0.0,UP
1048,"((2, 12), (2, 1))",0.0,0.0,0.0,0.0,UP
1049,"((4, 1), (4, 4))",-170.4907506391991,-175.87264572220957,-174.9934684902339,-170.19715531480185,RIGHT
1050,"((4, 0), (4, 4))",-170.95001555876541,-175.75618230624556,-171.06720157231973,-172.62404721845496,UP
1051,"((4, 2), (4, 4))",-176.19474566026787,-170.8070231326209,-174.5468929509217,-505.5,DOWN
1052,"((5, 1), (4, 4))",-175.63631016701402,-171.06720157231973,-170.61348034306587,-174.80616044372647,LEFT
1053,"((5, 0), (4, 4))",-172.96812996157763,-170.01973424803816,-170.01973424803816,-172.760670069098,DOWN
1054,"((5, 2), (4, 4))",-173.65558269619578,-170.2311057911619,-172.07766490111692,-759.0,DOWN
1055,"((4, 3), (4, 4))",0.0,0.0,0.0,0.0,UP
1056,"((4, 9), (1, 4))",0.0,0.0,0.0,0.0,UP
1057,"((5, 6), (2, 5))",-163.8188385992917,-163.33641632968659,-161.808106085353,-161.48895233368506,RIGHT
1058,"((5, 7), (2, 5))",-157.77460540365308,-159.86011540280873,-157.08511717058883,-155.2687499441073,RIGHT
1059,"((4, 7), (2, 5))",-152.57009669717854,-155.1751108174118,-153.35421129475162,-155.64855229094297,UP
1060,"((3, 7), (2, 5))",-146.78954661397142,-147.94096611671876,-506.5,-148.2661922674992,UP
1061,"((2, 7), (2, 5))",-144.68779648995405,-149.80858805774528,-759.0,-144.74512480112077,UP
1062,"((1, 7), (2, 5))",-142.38940281321055,-144.5161962750176,-506.5,-142.4370056857001,UP
1063,"((0, 7), (2, 5))",-136.26560762620457,-142.331803617891,-507.0,-136.5648394600908,UP
1064,"((5, 8), (2, 5))",-152.56433979776514,-154.4343553096985,-154.26033780231575,-509.0,UP
1065,"((4, 8), (2, 5))",-149.92750691907676,-152.27235428970266,-146.64928997608706,-508.5,LEFT
1066,"((3, 8), (2, 5))",-144.2271871552829,-145.67517065618506,-144.54983923809766,-142.5937139638073,RIGHT
1067,"((2, 8), (2, 5))",-144.96094235082296,-139.78234102685389,-145.90144943580117,-507.5,DOWN
1068,"((1, 8), (2, 5))",-144.4480721015571,-140.8386564212421,-140.7718376998602,-508.0,LEFT
1069,"((0, 8), (2, 5))",-138.0401823798508,-139.92120510861668,-136.2228536012794,-762.75,LEFT
1070,"((4, 9), (3, 4))",0.0,0.0,0.0,0.0,UP
1071,"((3, 10), (1, 5))",-179.9570079308245,-179.23051090218226,-178.54822504632725,-175.90614137927244,RIGHT
1072,"((2, 10), (1, 5))",-185.81351653965442,-179.47853509237856,-508.5,-180.9461534264077,DOWN
1073,"((1, 10), (1, 5))",-183.50095490715927,-180.3569606574364,-508.0,-184.21159427757976,DOWN
1074,"((0, 10), (1, 5))",-179.84262982815983,-187.2843271222601,-508.5,-179.23505773187003,RIGHT
1075,"((4, 10), (1, 5))",-177.12711359591333,-181.22562752858565,-509.5,-182.1800544748806,UP
1076,"((3, 11), (1, 5))",-177.74420453847955,-179.3241760487564,-174.5532030308148,-510.5,LEFT
1077,"((2, 11), (1, 5))",-181.15591007885922,-177.6393646018504,-184.7416981506547,-510.0,DOWN
1078,"((1, 11), (1, 5))",-179.25376540023666,-186.01723905598078,-182.80577089908041,-186.62786895130012,UP
1079,"((0, 11), (1, 5))",-179.73054774978706,-185.24610727849688,-177.3574061661835,-182.85057358939616,LEFT
1080,"((4, 11), (1, 5))",-180.82182737335143,-179.69556370669997,-180.86187182391052,-511.0,DOWN
1081,"((2, 13), (3, 1))",-184.7924098687042,-182.7320711951577,-513.0,-182.9786775784067,DOWN
1082,"((3, 13), (3, 1))",-168.43651184729396,-177.1888419523824,-512.5,-176.2016895199472,UP
1083,"((5, 9), (3, 4))",0.0,0.0,0.0,0.0,UP
1084,"((5, 6), (4, 7))",-125.28947283430927,-128.29349875138885,-126.5637216815139,-125.07092544688231,RIGHT
1085,"((4, 5), (4, 7))",-132.30164624160142,-132.33853546022124,-132.16904575619878,-130.06471222294942,RIGHT
1086,"((3, 5), (4, 7))",-128.0017292744747,-131.85515607302486,-128.1798868275394,-504.5,UP
1087,"((2, 5), (4, 7))",-123.75476772013221,-126.65869985272667,-123.1280437512185,-505.0,LEFT
1088,"((1, 5), (4, 7))",-120.57445554481643,-122.21730304975472,-122.43439430535973,-505.5,UP
1089,"((0, 5), (4, 7))",-118.09685994271062,-122.99947424635133,-120.99065063629973,-506.0,UP
1090,"((5, 5), (4, 7))",-126.79072682567426,-126.57990397461296,-130.25270498617593,-126.395845333207,RIGHT
1091,"((4, 4), (4, 7))",-130.57123538185283,-129.11459925435298,-758.25,-133.22228710200227,DOWN
1092,"((3, 4), (4, 7))",-127.834916161856,-127.32288294909559,-506.0,-128.14926731199733,DOWN
1093,"((2, 4), (4, 7))",-125.20242422881013,-125.03049383169068,-506.5,-123.58553819071051,RIGHT
1094,"((1, 4), (4, 7))",-124.39099276563695,-119.48044284139786,-121.75006419672468,-120.13399151001647,DOWN
1095,"((0, 4), (4, 7))",-120.78515958236949,-123.18294485724314,-122.2728329881663,-119.36052789597399,RIGHT
1096,"((5, 4), (4, 7))",-132.80683749706253,-129.5577327563185,-506.0,-128.38458985211636,RIGHT
1097,"((4, 3), (4, 7))",0.0,0.0,0.0,0.0,UP
1098,"((4, 12), (2, 1))",0.0,0.0,0.0,0.0,UP
1099,"((5, 11), (1, 1))",-171.31344358308172,-160.9362605596709,-171.03849839121077,-515.5,DOWN
1100,"((2, 12), (1, 1))",0.0,0.0,0.0,0.0,UP
1101,"((4, 9), (4, 4))",0.0,0.0,0.0,0.0,UP
1102,"((5, 10), (1, 5))",-178.47757979291993,-181.17773937355423,-510.0,-183.37560538228172,UP
1103,"((4, 2), (3, 5))",-176.3261092492122,-177.86341034024696,-175.03673955710588,-506.5,LEFT
1104,"((4, 1), (3, 5))",-177.50594687832387,-177.74093105423805,-176.64462530190957,-173.5067170963239,RIGHT
1105,"((3, 9), (1, 4))",-509.5,-510.5,-160.82167216968884,-150.38677059511232,RIGHT
1106,"((2, 9), (1, 4))",0.0,0.0,0.0,0.0,UP
1107,"((5, 9), (2, 5))",0.0,0.0,0.0,0.0,UP
1108,"((4, 9), (2, 4))",0.0,0.0,0.0,0.0,UP
1109,"((5, 5), (4, 5))",-150.79212890120658,-147.06181044413523,-147.63271884541592,-144.98574272547802,RIGHT
1110,"((4, 9), (2, 5))",0.0,0.0,0.0,0.0,UP
1111,"((4, 13), (3, 1))",-181.27224737527595,-176.908744114664,-513.0,-181.8391838582856,DOWN
1112,"((0, 9), (1, 5))",0.0,0.0,0.0,0.0,UP
1113,"((1, 12), (2, 2))",-171.29143746581462,-768.0,-161.02514419009432,-163.8921581502653,LEFT
1114,"((0, 12), (2, 2))",-176.2016895199472,-167.9941037601627,-180.49795057224387,-175.83211940824876,DOWN
1115,"((5, 6), (3, 5))",-159.32380672761752,-159.13753748858488,-160.7608435339448,-164.4622277495365,DOWN
1116,"((5, 7), (3, 5))",-159.43121997012292,-158.68508529816899,-158.56975208639045,-163.81520983628917,LEFT
1117,"((4, 7), (3, 5))",-160.05234787536205,-158.79937469195823,-162.8270663152596,-161.65708334924602,DOWN
1118,"((3, 7), (3, 5))",-160.89034363540395,-160.02083081466918,-505.5,-158.3086078346418,RIGHT
1119,"((2, 7), (3, 5))",-160.69309104910104,-159.46946444079254,-506.0,-156.92136350433043,RIGHT
1120,"((1, 7), (3, 5))",-156.61833682648643,-159.44868517811403,-506.5,-160.42637292282126,UP
1121,"((0, 7), (3, 5))",-156.6195138991825,-158.04157752296402,-760.5,-152.52155876697375,RIGHT
1122,"((5, 8), (3, 5))",-160.5773728169936,-156.6195138991825,-157.20236693754669,-762.0,DOWN
1123,"((4, 8), (3, 5))",-158.86917741408843,-156.57460581720738,-157.17763508176688,-507.5,DOWN
1124,"((3, 8), (3, 5))",-154.8548236851896,-155.4608325226597,-158.52046862911482,-157.08883943031344,UP
1125,"((2, 8), (3, 5))",-157.2357959221273,-158.2690201237728,-154.5726202501549,-507.5,LEFT
1126,"((1, 8), (3, 5))",-153.35099424570427,-158.46873149899352,-156.10889018895853,-508.0,UP
1127,"((0, 8), (3, 5))",-152.62323156061177,-154.02584959959069,-151.91373872678508,-508.5,LEFT
1128,"((3, 9), (3, 5))",-507.5,-507.5,-152.0868449909595,-150.39005079812415,RIGHT
1129,"((2, 9), (3, 5))",0.0,0.0,0.0,0.0,UP
1130,"((2, 5), (4, 6))",-140.71373555111822,-136.54408178368095,-136.41884106036366,-757.5,LEFT
1131,"((1, 5), (4, 6))",-138.1233217652102,-139.8501824321308,-140.57475689613716,-505.5,UP
1132,"((0, 5), (4, 6))",-135.7369120459582,-135.43676962178102,-140.22416429580392,-506.0,DOWN
1133,"((5, 3), (4, 6))",0.0,0.0,0.0,0.0,UP
1134,"((2, 6), (2, 5))",0.0,0.0,0.0,0.0,UP
1135,"((3, 9), (4, 4))",-508.5,-507.5,-158.84158362323478,-158.46720398615335,RIGHT
1136,"((2, 9), (4, 4))",0.0,0.0,0.0,0.0,UP
1137,"((3, 12), (1, 5))",0.0,0.0,0.0,0.0,UP
1138,"((3, 10), (1, 2))",-161.4396839260399,-157.68667830021604,-161.7762509002432,-157.82051770612378,DOWN
1139,"((2, 10), (1, 2))",-155.4564368155942,-149.1507333962844,-511.5,-156.28447242507676,DOWN
1140,"((1, 10), (1, 2))",-151.7977165902886,-149.47341620322268,-511.0,-146.4302469390173,RIGHT
1141,"((0, 10), (1, 2))",-151.40473708847054,-146.744627681277,-511.5,-151.6429473523952,DOWN
1142,"((4, 10), (1, 2))",-160.44624845540392,-157.0430255451461,-512.5,-158.86642722995742,DOWN
1143,"((3, 11), (1, 2))",-157.62856608005842,-160.1174683466997,-154.9935105901783,-513.5,LEFT
1144,"((2, 11), (1, 2))",-143.87381174732437,-155.78684971331575,-157.25929700741133,-513.0,UP
1145,"((1, 11), (1, 2))",-145.77216992322468,-142.86736723771722,-141.111116601251,-144.6528214917487,LEFT
1146,"((0, 11), (1, 2))",-145.9429827140604,-144.61045989453325,-143.87404846639464,-149.29897922931252,LEFT
1147,"((4, 11), (1, 2))",-161.25140441985002,-153.6132568936625,-160.45634933562383,-514.0,DOWN
1148,"((4, 7), (4, 8))",-130.06668903688788,-117.47444186962298,-130.06423300206768,-1005.9995203018188,DOWN
